old_sku,item_name,old_category,unit,cost,retail,qty,removal_type,reason
MENU-73e5f78d-35a6-4a0e-a655-77b60b2a5d01,Special Pilau,KITCHEN MENU,portion,0.0,300.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-e40c8658-a434-4535-bd5e-5807c5a118bd,Special Samosa,KITCHEN MENU,each,0.0,150.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-1fbd380f-abe2-466b-8a15-5bc2ca69efa5,Special Sausage,KITCHEN MENU,each,0.0,150.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-0b9a60e7-c84c-4ae0-90f2-61944032f83b,Special Sukuma,KITCHEN MENU,portion,0.0,150.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0013,Special Tea,KITCHEN MENU,portion,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-9c1e74a2-c183-45d5-962b-e9b8b7276197,Sukuma Mixed,KITCHEN MENU,each,0.0,150.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-83b5c8a6-a1bf-4dbd-af0b-38ff60c1e502,Sukuma Plain,KITCHEN MENU,each,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-BSD-0002,Sweet Potatoes,KITCHEN MENU,portion,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0011,Tea Masala,KITCHEN MENU,portion,0.0,70.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0001,Tea Mug,KITCHEN MENU,portion,0.0,50.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0002,Tea Pot,KITCHEN MENU,portion,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SNP-0016,Tea Scones 2 Pieces,KITCHEN MENU,portion,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-37d93f18-2e99-407f-9bfb-84ad3087d21c,Tins,KITCHEN MENU,each,0.0,20.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SNP-0009,Toasted Bread,KITCHEN MENU,portion,0.0,50.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-a49f3c09-5410-4b5b-b959-269a9893fdfa,Ugali Brown,KITCHEN MENU,each,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-37f9f25d-e9c1-48a0-ba9d-a7b469c4f5ff,Ugali White,KITCHEN MENU,portion,0.0,70.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SWR-0002,Vegetable Sandwich,KITCHEN MENU,portion,0.0,150.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0004,Water 1L,KITCHEN MENU,portion,0.0,100.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0003,Water 500ml,KITCHEN MENU,portion,0.0,50.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0015,White Coffee,KITCHEN MENU,portion,0.0,70.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0014,White Tea,KITCHEN MENU,portion,0.0,70.0,1000.0,POS OUTLET ITEM,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FG-PSTRY-002,Brown Chapati,PASTRY,pcs,0.0,70.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-013,Cookies,PASTRY,pcs,0.0,0.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-012,Croissant,PASTRY,pcs,0.0,0.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-006,Doughnut,PASTRY,pcs,0.0,0.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-017,Kebab,PASTRY,pcs,0.0,100.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-007,Mahamri,PASTRY,pcs,0.0,50.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-018,Mandazi Bites,PASTRY,pcs,0.0,0.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-001,Marble Cake,PASTRY,pcs,0.0,100.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-004,Ndazi,PASTRY,pcs,0.0,50.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-014,Queen Cakes,PASTRY,pcs,0.0,80.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-005,Samosa,PASTRY,pcs,0.0,60.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-008,Sausage Roll,PASTRY,pcs,0.0,0.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-010,Scones,PASTRY,pcs,0.0,70.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-011,Tea Scones,PASTRY,pcs,0.0,100.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-003,White Chapati,PASTRY,pcs,0.0,0.0,1000.0,NON-BREAD PASTRY,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
